Elapsed Time,II,MAX FREQUENCY
0.0,0.0,120.0
0.002777777777777778,1.456891305507497,120.0
0.005555555555555556,0.7021787843004241,120.0
0.008333333333333333,0.43301270189221885,120.0
0.011111111111111112,0.262002630229385,120.0
0.01388888888888889,-0.49727922461253476,120.0
0.016666666666666666,0.43301270189221813,120.0
0.019444444444444445,1.0506046394615134,120.0
0.022222222222222223,-0.11161889704894845,120.0
0.025,-3.273457186614371e-16,120.0
0.02777777777777778,0.41238636340982004,120.0
0.030555555555555558,-0.45820837400946507,120.0
0.03333333333333333,-0.43301270189222124,120.0
0.036111111111111115,-0.6160615738403044,120.0
0.03888888888888889,-1.588830526567261,120.0
0.04166666666666667,-0.4330127018922197,120.0
0.044444444444444446,0.9254165783983237,120.0
0.04722222222222222,0.2488457583973911,120.0
0.05,-1.0106430996148606e-15,120.0
0.05277777777777778,-0.24884575839738798,120.0
0.05555555555555556,-0.9254165783983235,120.0
0.058333333333333334,0.43301270189221763,120.0
0.061111111111111116,1.588830526567264,120.0
0.0638888888888889,0.6160615738403027,120.0
0.06666666666666667,0.4330127018922155,120.0
0.06944444444444445,0.45820837400946635,120.0
0.07222222222222223,-0.41238636340982027,120.0
0.075,-4.479239683553555e-15,120.0
0.07777777777777778,0.11161889704895323,120.0
0.08055555555555556,-1.0506046394615112,120.0
0.08333333333333334,-0.43301270189222035,120.0
0.08611111111111111,0.4972792246125333,120.0
0.08888888888888889,-0.26200263022938475,120.0
0.09166666666666667,-0.4330127018922173,120.0
0.09444444444444444,-0.7021787843004194,120.0
0.09722222222222222,-1.4568913055074975,120.0
0.1,-1.4077248383828677e-15,120.0
0.10277777777777779,1.456891305507499,120.0
0.10555555555555556,0.7021787843004275,120.0
0.10833333333333334,0.43301270189221563,120.0
0.11111111111111112,0.2620026302293837,120.0
0.11388888888888889,-0.4972792246125329,120.0
0.11666666666666667,0.433012701892217,120.0
0.11944444444444445,1.0506046394615156,120.0
0.12222222222222223,-0.11161889704894609,120.0
0.125,-5.0784199696451706e-15,120.0
0.1277777777777778,0.41238636340982027,120.0
0.13055555555555556,-0.4582083740094681,120.0
0.13333333333333333,-0.43301270189222696,120.0
0.13611111111111113,-0.6160615738403044,120.0
0.1388888888888889,-1.5888305265672602,120.0
0.14166666666666666,-0.4330127018922266,120.0
0.14444444444444446,0.925416578398325,120.0
0.14722222222222223,0.24884575839739384,120.0
0.15,-3.920107718544707e-15,120.0
0.1527777777777778,-0.2488457583973886,120.0
0.15555555555555556,-0.9254165783983251,120.0
0.15833333333333333,0.43301270189220076,120.0
0.16111111111111112,1.5888305265672644,120.0
0.1638888888888889,0.6160615738403095,120.0
0.16666666666666669,0.43301270189221625,120.0
0.16944444444444445,0.45820837400946496,120.0
0.17222222222222222,-0.4123863634098228,120.0
0.17500000000000002,-3.4852973753603597e-16,120.0
0.17777777777777778,0.11161889704895905,120.0
0.18055555555555555,-1.0506046394615025,120.0
0.18333333333333335,-0.43301270189221486,120.0
0.18611111111111112,0.49727922461253676,120.0
0.18888888888888888,-0.26200263022938086,120.0
0.19166666666666668,-0.4330127018922293,120.0
0.19444444444444445,-0.7021787843004209,120.0
0.19722222222222224,-1.4568913055074937,120.0
0.2,-2.8154496767657355e-15,120.0
0.20277777777777778,1.4568913055075017,120.0
0.20555555555555557,0.7021787843004268,120.0
0.20833333333333334,0.4330127018922197,120.0
0.2111111111111111,0.2620026302293909,120.0
0.2138888888888889,-0.49727922461253066,120.0
0.21666666666666667,0.4330127018922074,120.0
0.21944444444444444,1.0506046394615132,120.0
0.22222222222222224,-0.11161889704894837,120.0
0.225,-6.3322916930596616e-15,120.0
0.22777777777777777,0.4123863634098257,120.0
0.23055555555555557,-0.45820837400946135,120.0
0.23333333333333334,-0.43301270189222046,120.0
0.23611111111111113,-0.6160615738403017,120.0
0.2388888888888889,-1.5888305265672564,120.0
0.24166666666666667,-0.4330127018922335,120.0
0.24444444444444446,0.925416578398329,120.0
0.24722222222222223,0.24884575839739045,120.0
0.25,-7.717750757174679e-15,120.0
0.25277777777777777,-0.2488457583973785,120.0
0.2555555555555556,-0.9254165783983173,120.0
0.25833333333333336,0.4330127018922191,120.0
0.2611111111111111,1.5888305265672678,120.0
0.2638888888888889,0.6160615738403159,120.0
0.26666666666666666,0.43301270189220403,120.0
0.26944444444444443,0.45820837400946757,120.0
0.27222222222222225,-0.4123863634098166,120.0
0.275,-1.5468903097192688e-15,120.0
0.2777777777777778,0.11161889704895256,120.0
0.28055555555555556,-1.050604639461497,120.0
0.2833333333333333,-0.43301270189223295,120.0
0.28611111111111115,0.4972792246125308,120.0
0.2888888888888889,-0.2620026302293881,120.0
0.2916666666666667,-0.4330127018922266,120.0
0.29444444444444445,-0.7021787843004152,120.0
0.2972222222222222,-1.4568913055074943,120.0
0.3,-3.086852710615236e-14,120.0
0.3027777777777778,1.4568913055075035,120.0
0.3055555555555556,0.7021787843004261,120.0
0.30833333333333335,0.43301270189221236,120.0
0.3111111111111111,0.2620026302293881,120.0
0.3138888888888889,-0.49727922461253254,120.0
0.31666666666666665,0.43301270189218843,120.0
0.3194444444444445,1.050604639461516,120.0
0.32222222222222224,-0.11161889704894265,120.0
0.325,-9.307009104643144e-15,120.0
0.3277777777777778,0.41238636340982526,120.0
0.33055555555555555,-0.4582083740094564,120.0
0.33333333333333337,-0.4330127018922255,120.0
0.33611111111111114,-0.6160615738403026,120.0
0.3388888888888889,-1.5888305265672535,120.0
0.3416666666666667,-0.4330127018922303,120.0
0.34444444444444444,0.9254165783983199,120.0
0.3472222222222222,0.24884575839740933,120.0
0.35000000000000003,-4.4099664382036485e-15,120.0
0.3527777777777778,-0.24884575839737835,120.0
0.35555555555555557,-0.9254165783983208,120.0
0.35833333333333334,0.4330127018922083,120.0
0.3611111111111111,1.5888305265672789,120.0
0.36388888888888893,0.6160615738403072,120.0
0.3666666666666667,0.4330127018922265,120.0
0.36944444444444446,0.45820837400946907,120.0
0.37222222222222223,-0.4123863634098165,120.0
0.375,-2.7725268935968525e-14,120.0
0.37777777777777777,0.11161889704897712,120.0
0.3805555555555556,-1.0506046394615138,120.0
0.38333333333333336,-0.4330127018922279,120.0
0.3861111111111111,0.4972792246125289,120.0
0.3888888888888889,-0.26200263022938547,120.0
0.39166666666666666,-0.433012701892235,120.0
0.3944444444444445,-0.7021787843004355,120.0
0.39722222222222225,-1.4568913055074855,120.0
0.4,-5.630899353531471e-15,120.0
0.4027777777777778,1.4568913055074966,120.0
0.40555555555555556,0.7021787843004352,120.0
0.4083333333333333,0.4330127018922163,120.0
0.41111111111111115,0.2620026302293883,120.0
0.4138888888888889,-0.49727922461253316,120.0
0.4166666666666667,0.43301270189222013,120.0
0.41944444444444445,1.050604639461532,120.0
0.4222222222222222,-0.11161889704893574,120.0
0.425,-7.0081671492571346e-15,120.0
0.4277777777777778,0.41238636340982615,120.0
